SSN_UUID,SSN_UUID_C,months_as_customer,age,policy_deductable,policy_annual_premium,umbrella_limit,insured_sex,insured_education_level,insured_occupation,insured_hobbies,insured_relationship,capital-gains,capital-loss,incident_type,collision_type,incident_severity,authorities_contacted,incident_state,incident_city,incident_location,incident_hour_of_the_day,number_of_vehicles_involved,property_damage,bodily_injuries,witnesses,police_report_available,total_claim_amount,injury_claim,property_claim,vehicle_claim,auto_make,fraud_reported,fraud_reported1
11434304,11618468,298,49,500,862.92,0,MALE,MD,machine-op-inspct,camping,wife,0,-71700,Multi-vehicle Collision,Side Collision,Major Damage,Other,NY,Northbrook,6479 Francis Ave,16,3,NO,0,2,NO,69480,11580,11580,46320,Saab,N,0
11618468,11500812,231,43,2000,1331.69,0,FEMALE,Masters,adm-clerical,reading,not-in-family,0,0,Single Vehicle Collision,Rear Collision,Minor Damage,Police,NY,Northbend,6428 Andromedia Lane,12,1,?,1,2,NO,66950,10300,10300,46350,Chevrolet,N,0
11720283,,338,47,2000,1486.04,0,FEMALE,Associate,armed-forces,board-games,own-child,0,-56200,Multi-vehicle Collision,Rear Collision,Major Damage,Other,OH,Northbrook,9081 Cherokee Hwy,1,3,NO,2,3,?,64100,12820,6410,44870,Dodge,Y,1
11720283,,261,46,1000,870.55,0,MALE,PhD,prof-specialty,camping,unmarried,0,-49400,Single Vehicle Collision,Rear Collision,Minor Damage,Other,SC,Springfield,1532 Washington St,19,1,?,0,3,?,80280,13380,13380,53520,Chevrolet,N,0
11720283,11707946,321,44,2000,1344.56,6000000,MALE,Associate,machine-op-inspct,hiking,husband,0,-39100,Vehicle Theft,?,Trivial Damage,Police,NY,Northbend,4625 MLK Drive,7,1,?,1,2,NO,4680,520,0,4160,Accura,N,0
11707946,10374301,0,32,1000,1377.04,0,MALE,College,tech-support,base-jumping,wife,61400,-41100,Multi-vehicle Collision,Rear Collision,Minor Damage,Ambulance,NY,Springfield,1529 Elm Ridge,6,4,?,1,1,NO,39720,6620,6620,26480,Accura,N,0
10374301,,405,58,500,1237.88,0,MALE,MD,exec-managerial,exercise,not-in-family,0,-46900,Single Vehicle Collision,Front Collision,Major Damage,Police,NY,Arlington,2086 Francis Drive,11,1,?,0,0,?,63580,5780,5780,52020,Mercedes,Y,1
10374301,11725730,304,49,1000,1525.86,0,FEMALE,PhD,craft-repair,camping,own-child,0,0,Single Vehicle Collision,Side Collision,Minor Damage,Other,NC,Northbend,9066 Best Ridge,2,1,YES,1,1,YES,73370,13340,6670,53360,Saab,N,0
11836331,11888793,1,29,500,854.58,0,FEMALE,JD,craft-repair,paintball,other-relative,52200,0,Single Vehicle Collision,Side Collision,Minor Damage,Police,SC,Northbrook,7178 Best Drive,15,1,?,2,3,YES,86790,7890,23670,55230,Honda,N,0
11888793,,26,39,1000,770.76,0,MALE,Masters,tech-support,sleeping,husband,0,-53700,Single Vehicle Collision,Side Collision,Major Damage,Police,WV,Columbus,9821 Francis Ave,0,1,NO,0,2,?,49800,9960,4980,34860,Mercedes,N,0
11836331,,202,38,2000,1132.74,0,FEMALE,Associate,armed-forces,exercise,husband,0,-37500,Single Vehicle Collision,Side Collision,Major Damage,Other,WV,Hillsdale,7061 Cherokee Drive,12,1,YES,1,1,NO,77440,7040,14080,56320,Nissan,N,0
11836331,11888793,289,48,500,1173.37,8000000,FEMALE,PhD,handlers-cleaners,board-games,own-child,0,-42700,Single Vehicle Collision,Front Collision,Total Loss,Other,SC,Springfield,1325 1st Lane,1,1,?,1,0,?,42900,8580,0,34320,Accura,N,0
12068515,9923549,61,26,2000,1188.28,6000000,FEMALE,JD,farming-fishing,skydiving,wife,0,-53800,Multi-vehicle Collision,Rear Collision,Major Damage,Fire,VA,Hillsdale,3769 Sky St,16,2,YES,1,0,NO,53820,11960,5980,35880,Ford,Y,1
9923549,12156722,334,46,1000,876.88,6000000,MALE,MD,sales,reading,other-relative,0,0,Single Vehicle Collision,Rear Collision,Minor Damage,Police,WV,Hillsdale,8489 Pine Hwy,2,1,NO,2,1,NO,57330,12740,6370,38220,Jeep,N,0
9923549,12156722,12,24,1000,1143.95,0,FEMALE,PhD,tech-support,paintball,other-relative,51400,0,Multi-vehicle Collision,Rear Collision,Minor Damage,Police,NY,Riverwood,6329 Apache Ave,13,3,NO,2,1,?,53370,5930,5930,41510,Nissan,N,0
9923549,9912830,86,29,2000,1409.06,0,MALE,High School,prof-specialty,yachting,husband,74200,-68100,Single Vehicle Collision,Front Collision,Minor Damage,Police,NY,Northbrook,9293 Pine Lane,0,1,NO,2,2,YES,62920,9680,14520,38720,Accura,N,0
9728316,,83,24,1000,1070.63,0,FEMALE,High School,machine-op-inspct,board-games,unmarried,0,0,Multi-vehicle Collision,Front Collision,Total Loss,Fire,NY,Arlington,9224 Sky Drive,0,3,?,0,1,NO,61600,6160,12320,43120,Honda,N,0
9728316,197020,126,30,2000,916.13,0,MALE,College,sales,golf,unmarried,55300,-58400,Multi-vehicle Collision,Rear Collision,Total Loss,Police,NY,Northbend,8862 Maple Ridge,16,3,YES,2,0,NO,74160,6180,12360,55620,Mercedes,N,0
1196269,,209,38,500,1191.5,0,MALE,High School,priv-house-serv,reading,husband,38600,-52900,Single Vehicle Collision,Rear Collision,Total Loss,Police,WV,Arlington,3492 Flute Lane,8,1,NO,2,0,?,80100,8900,8900,62300,Audi,N,0
544408,1196269,283,48,1000,1474.66,0,FEMALE,JD,sales,paintball,husband,0,-46200,Parked Car,?,Trivial Damage,Police,NY,Hillsdale,6484 Tree Drive,9,1,?,2,3,NO,6560,820,820,4920,Volkswagen,N,0
364004,,194,34,1000,1193.45,0,MALE,JD,other-service,hiking,not-in-family,0,0,Single Vehicle Collision,Rear Collision,Total Loss,Ambulance,WV,Northbend,4554 Sky Ave,11,1,?,2,1,YES,58800,11760,5880,41160,Nissan,N,0
545962,364004,184,38,1000,1437.53,0,FEMALE,College,transport-moving,chess,not-in-family,0,0,Multi-vehicle Collision,Side Collision,Minor Damage,Ambulance,PA,Northbrook,5201 Texas Hwy,6,3,?,0,2,NO,53730,11940,5970,35820,Dodge,Y,1
892807,,479,60,2000,1304.83,0,FEMALE,College,other-service,cross-fit,husband,0,0,Single Vehicle Collision,Rear Collision,Total Loss,Ambulance,NY,Arlington,3982 Weaver Lane,18,1,NO,0,0,NO,60600,5050,10100,45450,Honda,N,0
664987,892807,284,48,1000,1168.8,0,FEMALE,JD,tech-support,movies,other-relative,0,-42400,Single Vehicle Collision,Side Collision,Total Loss,Other,NY,Northbrook,3660 Andromedia Hwy,11,1,?,0,3,YES,35750,6500,3250,26000,Mercedes,N,0
664987,,65,27,1000,1164.97,0,FEMALE,College,adm-clerical,exercise,wife,43000,-42500,Single Vehicle Collision,Front Collision,Total Loss,Ambulance,WV,Arlington,7135 Flute Lane,17,1,?,1,2,YES,42840,3570,7140,32130,Chevrolet,N,0
664987,,222,39,1000,1232.72,0,MALE,High School,armed-forces,hiking,own-child,87800,-51200,Multi-vehicle Collision,Front Collision,Major Damage,Fire,SC,Springfield,4414 Solo Drive,21,3,?,1,0,NO,87960,14660,14660,58640,Jeep,Y,1
947645,,196,41,2000,1800.76,0,MALE,JD,protective-serv,camping,other-relative,0,-78600,Multi-vehicle Collision,Rear Collision,Minor Damage,Ambulance,SC,Hillsdale,2920 5th Ave,0,3,NO,1,0,NO,47800,4780,4780,38240,Jeep,N,0
1373810,,253,43,500,1187.01,7000000,FEMALE,Associate,tech-support,exercise,unmarried,46300,-33000,Vehicle Theft,?,Trivial Damage,Police,NY,Northbrook,2986 MLK Drive,9,1,NO,0,1,?,3840,640,640,2560,Chevrolet,N,0
947645,1373810,280,43,1000,1559.34,0,MALE,JD,transport-moving,hiking,own-child,0,-51600,Single Vehicle Collision,Front Collision,Total Loss,Fire,NY,Riverwood,1580 Maple Lane,1,1,NO,0,2,?,77000,14000,7000,56000,Accura,N,0
947645,,5,26,2000,1137.02,0,FEMALE,PhD,farming-fishing,skydiving,not-in-family,31500,0,Single Vehicle Collision,Rear Collision,Total Loss,Ambulance,WV,Springfield,3706 Texas Hwy,22,1,YES,1,3,?,88110,16020,16020,56070,Audi,N,0
1157830,772086,220,42,1000,1281.72,0,MALE,College,farming-fishing,hiking,other-relative,33500,-49500,Multi-vehicle Collision,Rear Collision,Minor Damage,Fire,SC,Northbend,9109 Britain Drive,20,4,NO,0,2,YES,47740,4340,4340,39060,Honda,N,0
772086,1157830,85,30,1000,796.35,0,FEMALE,MD,craft-repair,video-games,own-child,72400,-77000,Multi-vehicle Collision,Rear Collision,Total Loss,Fire,SC,Northbend,2290 4th Ave,9,3,YES,2,1,YES,58960,5360,10720,42880,Ford,N,0
1464056,,266,46,500,1270.02,0,FEMALE,Associate,tech-support,skydiving,own-child,0,-45800,Parked Car,?,Minor Damage,Police,NC,Northbrook,4232 Britain Ridge,5,1,NO,1,2,?,2160,480,240,1440,Toyota,N,0
1464056,,41,26,1000,1383.13,0,FEMALE,JD,prof-specialty,exercise,own-child,46700,0,Vehicle Theft,?,Trivial Damage,Police,SC,Riverwood,6677 Andromedia Drive,12,1,YES,1,1,?,6890,530,1060,5300,Jeep,N,0
9596611,,316,45,2000,1290.74,5000000,FEMALE,High School,prof-specialty,kayaking,husband,58300,0,Multi-vehicle Collision,Side Collision,Major Damage,Ambulance,VA,Springfield,5868 Sky Hwy,6,3,NO,2,0,YES,78870,7170,14340,57360,Suburu,N,0
1464056,,285,47,1000,1216.68,0,FEMALE,Masters,sales,basketball,other-relative,55100,0,Vehicle Theft,?,Trivial Damage,Police,SC,Columbus,3053 Lincoln Drive,8,1,NO,1,1,NO,2700,300,300,2100,Ford,N,0
1464056,,379,54,500,1251.16,0,FEMALE,Associate,machine-op-inspct,kayaking,not-in-family,41400,0,Single Vehicle Collision,Front Collision,Total Loss,Ambulance,WV,Riverwood,7041 Tree Ridge,14,1,?,0,1,NO,75960,6330,6330,63300,Jeep,N,0
1464056,9596611,15,34,2000,1586.41,0,FEMALE,High School,sales,video-games,other-relative,33500,-58900,Single Vehicle Collision,Front Collision,Major Damage,Police,WV,Northbrook,7223 Embaracadero St,10,1,YES,1,3,?,75570,6870,13740,54960,BMW,Y,1
1894715,,354,48,2000,1526.11,5000000,FEMALE,Masters,sales,exercise,unmarried,0,0,Single Vehicle Collision,Front Collision,Minor Damage,Police,SC,Columbus,8081 Flute Ridge,12,1,?,2,3,YES,90240,15040,15040,60160,Chevrolet,N,0
1796940,1894715,342,53,1000,1028.44,0,FEMALE,College,prof-specialty,dancing,not-in-family,0,0,Single Vehicle Collision,Front Collision,Major Damage,Ambulance,SC,Springfield,8618 Texas Lane,12,1,?,0,0,NO,80960,14720,7360,58880,Accura,N,0
1894715,1796940,169,38,1000,1555.94,0,MALE,PhD,craft-repair,skydiving,own-child,23300,0,Multi-vehicle Collision,Front Collision,Total Loss,Other,VA,Riverwood,3508 Washington St,12,3,NO,1,3,YES,79080,6590,13180,59310,Mercedes,N,0
1894715,,339,49,2000,1570.77,0,MALE,JD,adm-clerical,paintball,not-in-family,98800,-65300,Vehicle Theft,?,Minor Damage,None,SC,Columbus,2193 4th Ridge,13,1,NO,0,3,NO,6820,1240,620,4960,Mercedes,N,0
1941484,2518081,259,42,2000,1170.53,0,FEMALE,PhD,armed-forces,sleeping,wife,65000,-49200,Multi-vehicle Collision,Rear Collision,Total Loss,Fire,WV,Northbend,8897 Sky St,17,3,NO,1,2,YES,62590,5690,11380,45520,Nissan,N,0
2138552,,65,23,1000,1099.95,0,FEMALE,College,sales,dancing,wife,0,-71900,Single Vehicle Collision,Side Collision,Major Damage,Other,NY,Arlington,9611 Pine Ridge,14,1,NO,1,0,YES,52400,6550,6550,39300,Accura,Y,1
2138552,,254,46,2000,1472.43,0,MALE,MD,tech-support,basketball,husband,0,-90600,Multi-vehicle Collision,Front Collision,Major Damage,Ambulance,WV,Arlington,7825 1st Ridge,3,3,?,1,3,YES,63580,5780,11560,46240,Volkswagen,N,0
2138552,,440,55,500,1275.62,0,FEMALE,Associate,priv-house-serv,reading,other-relative,0,-56200,Multi-vehicle Collision,Side Collision,Minor Damage,Police,NY,Riverwood,3039 Oak Hwy,18,3,YES,2,1,NO,61400,6140,6140,49120,Nissan,N,0
2138552,2518081,478,63,1000,1292.3,0,MALE,High School,adm-clerical,paintball,own-child,47600,0,Parked Car,?,Minor Damage,None,VA,Northbend,8204 Pine Lane,5,1,YES,1,3,NO,4700,940,470,3290,Dodge,Y,1
2300305,311846,230,44,2000,1009.37,0,FEMALE,College,prof-specialty,hiking,other-relative,45400,-39400,Single Vehicle Collision,Front Collision,Total Loss,Fire,SC,Riverwood,9787 Andromedia Ave,19,1,NO,0,2,YES,74140,13480,13480,47180,BMW,N,0
311846,265029,138,30,500,1093.07,4000000,FEMALE,PhD,other-service,reading,wife,27700,-72400,Single Vehicle Collision,Front Collision,Major Damage,Other,VA,Hillsdale,9633 Rock Hwy,0,1,?,2,2,NO,83160,6930,13860,62370,Volkswagen,N,0
2662562,9303511,239,41,1000,1325.44,7000000,FEMALE,JD,farming-fishing,paintball,other-relative,51400,-6300,Parked Car,?,Trivial Damage,Police,NC,Arlington,6303 1st Drive,22,1,?,0,2,YES,10790,1660,830,8300,Mercedes,N,0
9303511,2662562,93,31,2000,1017.18,0,FEMALE,MD,prof-specialty,paintball,husband,0,0,Multi-vehicle Collision,Rear Collision,Major Damage,Police,NC,Arlington,2014 Rock Ave,21,3,YES,1,3,NO,48070,8740,8740,30590,Saab,N,0
2859179,,37,25,1000,1221.17,0,FEMALE,Masters,protective-serv,golf,not-in-family,49300,0,Multi-vehicle Collision,Rear Collision,Minor Damage,Ambulance,SC,Northbrook,8983 Tree St,4,3,YES,0,0,YES,51030,5670,11340,34020,Suburu,N,0
2870443,,254,40,500,1927.87,0,MALE,MD,prof-specialty,yachting,husband,0,0,Single Vehicle Collision,Front Collision,Minor Damage,Fire,VA,Arlington,6260 5th Lane,10,1,YES,0,1,?,43280,0,5410,37870,Honda,Y,1
2859179,2870443,131,29,1000,978.27,0,FEMALE,Associate,sales,paintball,own-child,65700,0,Single Vehicle Collision,Front Collision,Major Damage,Fire,SC,Hillsdale,2725 Britain Ridge,5,1,?,1,3,NO,76400,15280,7640,53480,Suburu,N,0
2870443,,230,43,2000,1221.14,0,MALE,MD,prof-specialty,board-games,wife,48100,0,Single Vehicle Collision,Side Collision,Total Loss,Ambulance,VA,Hillsdale,3089 Oak Ridge,13,1,?,0,2,?,75460,13720,13720,48020,Audi,N,0
2870443,2859179,313,50,2000,1255.62,0,MALE,MD,armed-forces,polo,unmarried,0,0,Multi-vehicle Collision,Side Collision,Major Damage,Other,OH,Northbrook,6206 3rd Ridge,18,3,YES,2,1,YES,69000,13800,6900,48300,Ford,Y,1
3380658,6471033,210,38,500,999.52,0,MALE,JD,tech-support,golf,other-relative,0,0,Vehicle Theft,?,Minor Damage,Police,VA,Springfield,7240 5th Ridge,6,1,?,1,2,NO,8640,1440,720,6480,Accura,N,0
3275036,3380658,101,29,500,1380.89,0,MALE,PhD,armed-forces,dancing,own-child,30000,-53000,Multi-vehicle Collision,Rear Collision,Minor Damage,Ambulance,SC,Arlington,8100 3rd Ave,0,3,?,2,1,?,67210,12220,12220,42770,BMW,N,0
3410279,,153,37,500,1010.77,0,MALE,High School,transport-moving,basketball,unmarried,52300,-55600,Multi-vehicle Collision,Side Collision,Total Loss,Ambulance,NC,Arlington,3282 4th Lane,5,3,?,0,3,NO,42500,4250,4250,34000,Volkswagen,N,0
3410279,11185019,337,53,500,1205.86,0,MALE,Associate,armed-forces,basketball,wife,0,-34600,Single Vehicle Collision,Rear Collision,Minor Damage,Fire,SC,Arlington,3227 Maple Ave,8,1,YES,0,1,NO,86400,14400,7200,64800,Accura,N,0
3749214,3410279,360,51,1000,1526.61,0,MALE,Masters,handlers-cleaners,chess,not-in-family,0,-32900,Vehicle Theft,?,Minor Damage,Police,SC,Hillsdale,4264 Lincoln Ridge,5,1,YES,2,2,?,4620,840,840,2940,Dodge,Y,1
3749214,,428,53,1000,1496.44,0,FEMALE,High School,tech-support,camping,unmarried,0,0,Parked Car,?,Trivial Damage,Police,NC,Springfield,2215 Best Ave,9,1,YES,2,2,NO,6930,630,1260,5040,Honda,N,0
3776378,11849042,204,40,500,1256.2,0,FEMALE,JD,sales,hiking,not-in-family,0,0,Multi-vehicle Collision,Side Collision,Minor Damage,Other,SC,Northbend,5363 Weaver Lane,10,3,YES,1,2,YES,41700,8340,8340,25020,Saab,N,0
11849042,,364,51,500,1268.35,0,MALE,Masters,transport-moving,board-games,wife,0,0,Single Vehicle Collision,Rear Collision,Major Damage,Other,NY,Northbrook,2397 Cherokee Ave,16,1,YES,2,1,NO,77330,14060,14060,49210,Volkswagen,Y,1
11849042,,185,35,2000,1421.59,0,MALE,College,other-service,sleeping,own-child,0,0,Vehicle Theft,?,Trivial Damage,Police,WV,Arlington,9794 Embaracadero St,8,1,?,2,3,YES,4950,900,450,3600,Ford,N,0
11849042,,63,26,500,1500.04,6000000,MALE,PhD,craft-repair,polo,own-child,0,-36500,Vehicle Theft,?,Minor Damage,Police,NC,Northbrook,1810 Elm Hwy,5,1,NO,0,2,YES,5160,860,860,3440,Accura,N,0
4397535,,210,35,500,1433.24,0,FEMALE,College,exec-managerial,yachting,not-in-family,0,-19500,Multi-vehicle Collision,Side Collision,Total Loss,Fire,WV,Riverwood,9603 Texas Lane,11,3,NO,2,1,?,24570,2730,2730,19110,Saab,Y,1
3867138,4397535,194,38,2000,1231.25,0,FEMALE,PhD,craft-repair,movies,not-in-family,46500,0,Multi-vehicle Collision,Rear Collision,Minor Damage,Ambulance,WV,Arlington,5650 Sky Drive,15,3,?,1,0,?,53680,4880,9760,39040,Toyota,N,0
2299835,,294,49,500,1135.43,0,MALE,Masters,farming-fishing,bungie-jumping,own-child,22700,0,Multi-vehicle Collision,Side Collision,Total Loss,Police,WV,Columbus,9633 MLK Lane,23,3,YES,1,1,YES,42900,3900,3900,35100,Chevrolet,N,0
3948597,2299835,272,41,2000,945.73,5000000,MALE,MD,protective-serv,chess,wife,38600,-42800,Single Vehicle Collision,Front Collision,Minor Damage,Fire,NY,Arlington,4981 Flute Hwy,23,1,NO,0,0,NO,84100,16820,8410,58870,Ford,Y,1
4077406,4479474,27,27,2000,1118.76,0,FEMALE,College,adm-clerical,dancing,own-child,0,-55800,Single Vehicle Collision,Front Collision,Total Loss,Fire,NY,Northbrook,9078 Francis Ridge,23,1,?,1,3,?,61560,6840,6840,47880,Ford,N,0
2021039,,251,39,2000,1231.98,0,FEMALE,Associate,other-service,hiking,not-in-family,0,-31700,Single Vehicle Collision,Rear Collision,Minor Damage,Police,NY,Hillsdale,1381 Francis Ave,10,1,YES,0,0,?,44240,5530,5530,33180,Dodge,N,0
4077406,,180,33,2000,1005.47,0,FEMALE,JD,protective-serv,hiking,own-child,58100,-49000,Multi-vehicle Collision,Rear Collision,Minor Damage,Ambulance,VA,Columbus,6435 Texas Ave,12,4,?,2,3,YES,57700,11540,5770,40390,Jeep,N,0
2021039,4479474,392,50,2000,1108.97,0,FEMALE,PhD,exec-managerial,exercise,not-in-family,68400,-66800,Single Vehicle Collision,Side Collision,Minor Damage,Other,WV,Springfield,1248 MLK Ridge,4,1,NO,2,2,YES,108030,16620,16620,74790,Saab,N,0
4561817,11479657,143,30,500,1392.39,5000000,FEMALE,High School,exec-managerial,dancing,unmarried,0,-65700,Single Vehicle Collision,Rear Collision,Minor Damage,Fire,SC,Riverwood,3323 1st Lane,16,1,NO,2,0,YES,54300,10860,5430,38010,Toyota,N,0
11479657,,371,54,2000,1317.97,0,MALE,High School,craft-repair,movies,wife,34700,-81000,Multi-vehicle Collision,Front Collision,Major Damage,Ambulance,SC,Columbus,6971 Best Ridge,18,3,?,1,2,?,32280,5380,5380,21520,Ford,Y,1
11479657,,292,42,1000,1588.22,0,MALE,JD,machine-op-inspct,camping,other-relative,0,-53800,Multi-vehicle Collision,Rear Collision,Total Loss,Other,WV,Riverwood,7488 Lincoln Lane,15,3,YES,1,1,NO,84600,16920,8460,59220,Chevrolet,N,0
4654549,4654548,165,35,500,900.02,6000000,MALE,College,craft-repair,camping,own-child,0,-49900,Single Vehicle Collision,Front Collision,Total Loss,Other,SC,Springfield,9007 Francis Hwy,8,1,NO,1,3,YES,69700,6970,6970,55760,BMW,N,0
4654548,4798526,158,33,1000,1744.64,3000000,MALE,JD,prof-specialty,movies,unmarried,0,0,Multi-vehicle Collision,Rear Collision,Total Loss,Ambulance,WV,Springfield,1491 Francis Ridge,4,3,NO,0,1,NO,36400,3640,7280,25480,Volkswagen,N,0
4675290,5421577,241,39,1000,1260.56,0,FEMALE,JD,adm-clerical,paintball,own-child,0,-54900,Multi-vehicle Collision,Side Collision,Minor Damage,Police,SC,Northbrook,3659 Oak Lane,20,3,NO,0,2,YES,37520,4690,4690,28140,Jeep,N,0
5421577,,103,33,2000,1021.14,0,FEMALE,Masters,other-service,paintball,wife,69500,-47700,Multi-vehicle Collision,Side Collision,Major Damage,Ambulance,NY,Northbend,4176 Britain Hwy,1,3,NO,2,3,?,79090,14380,14380,50330,Dodge,N,0
4894917,,402,54,2000,1285.09,0,MALE,JD,farming-fishing,board-games,not-in-family,48000,-79600,Single Vehicle Collision,Rear Collision,Major Damage,Other,NY,Springfield,5189 Francis Drive,19,1,NO,0,2,YES,67770,7530,15060,45180,Mercedes,Y,1
5270264,,102,32,500,1537.07,3000000,MALE,JD,tech-support,chess,wife,0,0,Single Vehicle Collision,Side Collision,Total Loss,Other,OH,Northbend,6515 Oak Lane,11,1,NO,1,0,NO,47400,9480,4740,33180,Chevrolet,Y,1
4894917,5270264,182,40,1000,1022.42,0,MALE,PhD,other-service,skydiving,husband,50000,-56900,Single Vehicle Collision,Front Collision,Total Loss,Other,SC,Northbend,7168 Andromedia Ridge,13,1,YES,0,2,?,71100,7110,14220,49770,Audi,N,0
4867989,,282,46,2000,1558.86,0,MALE,MD,other-service,dancing,wife,51100,-75100,Single Vehicle Collision,Front Collision,Minor Damage,Police,NY,Springfield,7954 Tree Ridge,2,1,?,2,2,NO,69400,13880,6940,48580,BMW,N,0
4867989,,222,39,500,1757.87,0,MALE,High School,transport-moving,board-games,not-in-family,71400,0,Multi-vehicle Collision,Rear Collision,Major Damage,Other,SC,Northbrook,1956 Apache St,9,3,YES,2,1,?,55000,5000,10000,40000,Saab,Y,1
5302951,4867989,415,52,1000,973.5,0,MALE,PhD,machine-op-inspct,polo,not-in-family,50400,0,Multi-vehicle Collision,Rear Collision,Total Loss,Police,WV,Arlington,9918 Andromedia Drive,15,2,YES,1,3,YES,51090,7860,7860,35370,Toyota,N,0
4867989,,51,34,500,1430.8,0,MALE,PhD,machine-op-inspct,camping,unmarried,0,0,Single Vehicle Collision,Side Collision,Major Damage,Fire,NY,Springfield,5499 Flute Ridge,23,1,?,2,3,NO,64200,6420,19260,38520,Honda,Y,1
4867989,,255,45,500,1192.27,0,MALE,High School,sales,base-jumping,own-child,0,-40200,Single Vehicle Collision,Front Collision,Total Loss,Other,NC,Riverwood,3311 2nd Drive,16,1,NO,2,0,YES,67320,12240,12240,42840,Ford,N,0
4867989,,143,31,500,1163.83,0,MALE,Associate,protective-serv,movies,husband,37700,0,Multi-vehicle Collision,Side Collision,Major Damage,Other,NC,Arlington,7609 Rock St,21,4,YES,2,0,?,76120,6920,13840,55360,Audi,N,0
5936431,,130,28,1000,1003.15,0,FEMALE,JD,farming-fishing,movies,other-relative,0,-38500,Multi-vehicle Collision,Front Collision,Minor Damage,Ambulance,SC,Hillsdale,4652 Flute Drive,21,2,YES,2,1,NO,85020,13080,13080,58860,Ford,N,0
5936431,,242,41,2000,1153.54,6000000,MALE,Masters,protective-serv,polo,unmarried,0,-57000,Multi-vehicle Collision,Rear Collision,Minor Damage,Fire,NY,Northbrook,6853 Sky Hwy,3,3,NO,0,1,?,68090,12380,12380,43330,Toyota,N,0
5936431,,96,27,1000,1631.1,0,FEMALE,High School,priv-house-serv,exercise,wife,0,0,Parked Car,?,Trivial Damage,Police,WV,Arlington,7780 Flute Lane,4,1,?,1,2,NO,6030,670,670,4690,Nissan,N,0
5936431,,180,35,1000,1252.48,0,MALE,MD,machine-op-inspct,yachting,wife,0,-55800,Vehicle Theft,?,Minor Damage,None,OH,Springfield,1687 3rd Lane,17,1,?,1,3,NO,5100,1020,510,3570,Chevrolet,N,0
5936431,,150,30,1000,1677.26,0,MALE,College,sales,yachting,own-child,40100,0,Vehicle Theft,?,Trivial Damage,Police,WV,Springfield,6378 Britain Ave,7,1,YES,1,3,YES,4590,510,510,3570,Volkswagen,N,0
5428366,,463,59,1000,979.73,0,FEMALE,JD,exec-managerial,yachting,not-in-family,51700,0,Multi-vehicle Collision,Front Collision,Major Damage,Other,SC,Columbus,1306 Andromedia St,14,2,?,1,2,NO,72400,7240,14480,50680,Chevrolet,Y,1
5428366,,472,64,500,989.24,0,MALE,Masters,other-service,skydiving,not-in-family,0,0,Single Vehicle Collision,Front Collision,Major Damage,Fire,NY,Northbrook,3664 Francis Ridge,13,1,NO,2,3,NO,70900,14180,7090,49630,Mercedes,N,0
5568362,5428366,75,25,1000,1389.86,0,FEMALE,Associate,priv-house-serv,hiking,husband,0,0,Multi-vehicle Collision,Side Collision,Total Loss,Other,WV,Springfield,5985 Lincoln Lane,23,2,?,2,3,YES,65100,6510,6510,52080,Saab,N,0
5568362,,193,40,500,1233.85,0,FEMALE,College,handlers-cleaners,chess,husband,0,0,Multi-vehicle Collision,Side Collision,Total Loss,Ambulance,PA,Hillsdale,3706 4th Hwy,23,3,?,2,1,YES,64260,0,14280,49980,Ford,N,0
5428366,,43,43,500,1320.39,0,FEMALE,Associate,armed-forces,yachting,not-in-family,0,0,Single Vehicle Collision,Rear Collision,Major Damage,Ambulance,WV,Arlington,6603 Francis Hwy,16,1,?,2,1,?,79970,7270,21810,50890,Honda,Y,1
5936431,5428366,253,41,1000,1435.09,0,FEMALE,College,machine-op-inspct,bungie-jumping,not-in-family,36600,0,Single Vehicle Collision,Rear Collision,Total Loss,Police,SC,Northbrook,7069 4th Hwy,17,1,NO,2,0,?,56610,6290,6290,44030,Chevrolet,N,0
5581589,5458211,152,30,500,1448.54,0,FEMALE,JD,craft-repair,polo,wife,58600,0,Single Vehicle Collision,Side Collision,Major Damage,Fire,VA,Northbrook,5093 Flute Lane,9,1,YES,1,1,?,84590,7690,7690,69210,Toyota,Y,1
5458211,,160,38,500,1733.56,0,MALE,High School,sales,sleeping,wife,0,-43800,Multi-vehicle Collision,Side Collision,Major Damage,Fire,SC,Hillsdale,5894 Flute Drive,13,3,NO,2,1,YES,66780,7420,14840,44520,Mercedes,N,0
5581589,,56,36,500,1533.07,0,MALE,JD,farming-fishing,exercise,own-child,0,-28800,Single Vehicle Collision,Rear Collision,Major Damage,Police,NC,Springfield,8459 Apache Ave,13,1,YES,1,2,YES,58500,0,6500,52000,Ford,N,0
5581589,5458211,286,41,500,1106.77,0,FEMALE,College,prof-specialty,golf,other-relative,45500,-62500,Parked Car,?,Trivial Damage,Police,WV,Columbus,7447 Lincoln Ridge,3,1,?,2,0,NO,5000,500,500,4000,Dodge,N,0
5458803,,3,29,500,995.7,5000000,FEMALE,JD,priv-house-serv,chess,unmarried,0,0,Parked Car,?,Trivial Damage,Police,PA,Springfield,1821 Andromedia Ridge,3,1,?,2,1,?,5000,500,1000,3500,Mercedes,Y,1
5708782,5458803,286,41,1000,1298.85,6000000,FEMALE,High School,sales,camping,other-relative,71300,-70300,Multi-vehicle Collision,Front Collision,Major Damage,Ambulance,NY,Columbus,6859 Flute Ridge,16,3,?,1,3,YES,54450,6050,12100,36300,Saab,N,0
